FEATURE,UFI,REGNO,REGNAME,AGE_CLASS,MAIN_AGE,APROX_AREA,LANDFORMS,STRATIG,IGNEOUS,REG_META,DEFORMATN,MINDEPS,GEODX_REF
GR_UNIT,"69","13",Bonaparte Region,Palaeozoic to Mesozoic,Cambrian to Cretaceous,"18000","Coastal plains and tidal flats; alluvial plains; hill and ridges","Early Cambrian mafic volcanics; overlain by Cambrian-Early Ordovician shelf sediments with carbonates; overlain by Late Devonian to Triassic and Cretaceous marine and continental sediments; up to 6000 m thick",Early Cambrian mafic volcanics,None,"Mild to moderate folding and faulting; some folding attributed to salt diapirs","Major lead-zinc-silver deposit; minor coal and gas",90/26786
GR_UNIT,"70","52",McArthur Region,Proterozoic,Palaeoproterozoic to Mesoproterozoic,"154000","Dissected plateaus, with prominent escarpments in northwest; plains","Palaeoproterozoic shallow-marine and continental sediments and mafic and minor felsic volcanics; overlain by shallow-marine to intertidal dolomitic sediments; unconformably overlain by Mesoproterozoic clastic sediments; up to 12 000 m thick",Palaeoproterozoic mafic and minor felsic volcanics,None to very low grade,Local moderate folding and complex faulting,"Major zinc, lead, silver, copper, manganese and uranium deposits","98/29101; B230"
GR_UNIT,"71","38",Georgina Region,Proterozoic to Palaeozoic,Neoproterozoic to Devonian,"314000","Clay plains; sand plains; dissected stony plains; low hills","Late Proterozoic continental glacial sediments and overlying marine sediments with carbonates;  overlain by Cambrian to Early Ordovician marine carbonates, with minor mafic volcanics in E; overlain by Ordovician and Devonian sediments; up to 9000 thick",Minor Cambrian mafic volcanics,None,"Open folding and moderate faulting, especially in east and south; localised marginal faulting and thrusting","Major  phosphate deposits; major nickel-copper deposit; lead and manganese occurrences; traces of hydrocarbons","82/22382; J1202/01M47"
GR_UNIT,"72","46",Kimberley Region,Proterozoic,Palaeoproterozoic,"140000","Mountain ranges; dissected plateaus; prominent cuestas; rocky, indented coastline","Palaeoproterozoic shelf sediments, including carbonates, and interlayered mafic and minor felsic volcanics; Maximum thickness about 5000 m Thin Neoproterozoic glacial sediments in south","Palaeoproterozoic mafic and minor felsic volcanics and intrusives (sills); Mesoproterozoic lamproite intrusives",Low to very low grade,"Gentle folding; moderate faulting, with thrusting in southwest","Major iron and bauxite (Cainozoic) deposits; minor copper and lead occurrences",98/29107
GR_UNIT,"73","46",Kimberley Region,Proterozoic,Palaeoproterozoic,"140000","Mountain ranges; dissected plateaus; prominent cuestas; rocky, indented coastline","Palaeoproterozoic shelf sediments, including carbonates, and interlayered mafic and minor felsic volcanics; Maximum thickness about 5000 m Thin Neoproterozoic glacial sediments in south","Palaeoproterozoic mafic and minor felsic volcanics and intrusives (sills); Mesoproterozoic lamproite intrusives",Low to very low grade,"Gentle folding; moderate faulting, with thrusting in southwest","Major iron and bauxite (Cainozoic) deposits; minor copper and lead occurrences",98/29107
GR_UNIT,"74","46",Kimberley Region,Proterozoic,Palaeoproterozoic,"140000","Mountain ranges; dissected plateaus; prominent cuestas; rocky, indented coastline","Palaeoproterozoic shelf sediments, including carbonates, and interlayered mafic and minor felsic volcanics; Maximum thickness about 5000 m Thin Neoproterozoic glacial sediments in south","Palaeoproterozoic mafic and minor felsic volcanics and intrusives (sills); Mesoproterozoic lamproite intrusives",Low to very low grade,"Gentle folding; moderate faulting, with thrusting in southwest","Major iron and bauxite (Cainozoic) deposits; minor copper and lead occurrences",98/29107
GR_UNIT,"75","46",Kimberley Region,Proterozoic,Palaeoproterozoic,"140000","Mountain ranges; dissected plateaus; prominent cuestas; rocky, indented coastline","Palaeoproterozoic shelf sediments, including carbonates, and interlayered mafic and minor felsic volcanics; Maximum thickness about 5000 m Thin Neoproterozoic glacial sediments in south","Palaeoproterozoic mafic and minor felsic volcanics and intrusives (sills); Mesoproterozoic lamproite intrusives",Low to very low grade,"Gentle folding; moderate faulting, with thrusting in southwest","Major iron and bauxite (Cainozoic) deposits; minor copper and lead occurrences",98/29107
GR_UNIT,"76","46",Kimberley Region,Proterozoic,Palaeoproterozoic,"140000","Mountain ranges; dissected plateaus; prominent cuestas; rocky, indented coastline","Palaeoproterozoic shelf sediments, including carbonates, and interlayered mafic and minor felsic volcanics; Maximum thickness about 5000 m Thin Neoproterozoic glacial sediments in south","Palaeoproterozoic mafic and minor felsic volcanics and intrusives (sills); Mesoproterozoic lamproite intrusives",Low to very low grade,"Gentle folding; moderate faulting, with thrusting in southwest","Major iron and bauxite (Cainozoic) deposits; minor copper and lead occurrences",98/29107
GR_UNIT,"77","52",McArthur Region,Proterozoic,Palaeoproterozoic to Mesoproterozoic,"154000","Dissected plateaus, with prominent escarpments in northwest; plains","Palaeoproterozoic shallow-marine and continental sediments and mafic and minor felsic volcanics; overlain by shallow-marine to intertidal dolomitic sediments; unconformably overlain by Mesoproterozoic clastic sediments; up to 12 000 m thick",Palaeoproterozoic mafic and minor felsic volcanics,None to very low grade,Local moderate folding and complex faulting,"Major zinc, lead, silver, copper, manganese and uranium deposits","98/29101; B230"
GR_UNIT,"78","52",McArthur Region,Proterozoic,Palaeoproterozoic to Mesoproterozoic,"154000","Dissected plateaus, with prominent escarpments in northwest; plains","Palaeoproterozoic shallow-marine and continental sediments and mafic and minor felsic volcanics; overlain by shallow-marine to intertidal dolomitic sediments; unconformably overlain by Mesoproterozoic clastic sediments; up to 12 000 m thick",Palaeoproterozoic mafic and minor felsic volcanics,None to very low grade,Local moderate folding and complex faulting,"Major zinc, lead, silver, copper, manganese and uranium deposits","98/29101; B230"
GR_UNIT,"79","52",McArthur Region,Proterozoic,Palaeoproterozoic to Mesoproterozoic,"154000","Dissected plateaus, with prominent escarpments in northwest; plains","Palaeoproterozoic shallow-marine and continental sediments and mafic and minor felsic volcanics; overlain by shallow-marine to intertidal dolomitic sediments; unconformably overlain by Mesoproterozoic clastic sediments; up to 12 000 m thick",Palaeoproterozoic mafic and minor felsic volcanics,None to very low grade,Local moderate folding and complex faulting,"Major zinc, lead, silver, copper, manganese and uranium deposits","98/29101; B230"
GR_UNIT,"80","52",McArthur Region,Proterozoic,Palaeoproterozoic to Mesoproterozoic,"154000","Dissected plateaus, with prominent escarpments in northwest; plains","Palaeoproterozoic shallow-marine and continental sediments and mafic and minor felsic volcanics; overlain by shallow-marine to intertidal dolomitic sediments; unconformably overlain by Mesoproterozoic clastic sediments; up to 12 000 m thick",Palaeoproterozoic mafic and minor felsic volcanics,None to very low grade,Local moderate folding and complex faulting,"Major zinc, lead, silver, copper, manganese and uranium deposits","98/29101; B230"
GR_UNIT,"81","52",McArthur Region,Proterozoic,Palaeoproterozoic to Mesoproterozoic,"154000","Dissected plateaus, with prominent escarpments in northwest; plains","Palaeoproterozoic shallow-marine and continental sediments and mafic and minor felsic volcanics; overlain by shallow-marine to intertidal dolomitic sediments; unconformably overlain by Mesoproterozoic clastic sediments; up to 12 000 m thick",Palaeoproterozoic mafic and minor felsic volcanics,None to very low grade,Local moderate folding and complex faulting,"Major zinc, lead, silver, copper, manganese and uranium deposits","98/29101; B230"
GR_UNIT,"82","40",Halls Creek Region,Proterozoic,Palaeoproterozoic,"39000","Mountain ranges; hills and ridges;  plains","Palaeoproterozoic    metasediments, including turbidites and carbonates, and bimodal metavolcanics; overlain unconformably by clastic sediments and mafic volcanics","Palaeoproterozoic felsic and mafic volcanics and intrusives; layered mafic-ultramafic intrusives; Mesoproterozoic lamproite intrusive",Low to high-grade,"Tight to isoclinal folding;  major strike-slip faulting","Major diamond, gold, zinc, lead, copper, silver, nickel, platinum group elements, chromium, cobalt, rare earth elements and rare metals deposits; minor tin, tungsten, uranium deposits",98/29122
GR_UNIT,"83","46",Kimberley Region,Proterozoic,Palaeoproterozoic,"140000","Mountain ranges; dissected plateaus; prominent cuestas; rocky, indented coastline","Palaeoproterozoic shelf sediments, including carbonates, and interlayered mafic and minor felsic volcanics; Maximum thickness about 5000 m Thin Neoproterozoic glacial sediments in south","Palaeoproterozoic mafic and minor felsic volcanics and intrusives (sills); Mesoproterozoic lamproite intrusives",Low to very low grade,"Gentle folding; moderate faulting, with thrusting in southwest","Major iron and bauxite (Cainozoic) deposits; minor copper and lead occurrences",98/29107
GR_UNIT,"84","65",Ord Region,Palaeozoic,Cambrian to Devonian,"43000","Dissected plateaus; hills and ridges; sand plains; alluvial plains","Early Cambrian mafic volcanics overlain by Middle to Late Cambrian sediments, including carbonates; overlain by  Devonian continental sandstone and conglomerate; maxium thickness about 2500 m",Early Cambrian mafic volcanics,None,"Gentle folding; mild faulting",Traces of hydrocarbons in limestone,90/26786
GR_UNIT,"85","46",Kimberley Region,Proterozoic,Palaeoproterozoic,"140000","Mountain ranges; dissected plateaus; prominent cuestas; rocky, indented coastline","Palaeoproterozoic shelf sediments, including carbonates, and interlayered mafic and minor felsic volcanics; Maximum thickness about 5000 m Thin Neoproterozoic glacial sediments in south","Palaeoproterozoic mafic and minor felsic volcanics and intrusives (sills); Mesoproterozoic lamproite intrusives",Low to very low grade,"Gentle folding; moderate faulting, with thrusting in southwest","Major iron and bauxite (Cainozoic) deposits; minor copper and lead occurrences",98/29107
GR_UNIT,"86","46",Kimberley Region,Proterozoic,Palaeoproterozoic,"140000","Mountain ranges; dissected plateaus; prominent cuestas; rocky, indented coastline","Palaeoproterozoic shelf sediments, including carbonates, and interlayered mafic and minor felsic volcanics; Maximum thickness about 5000 m Thin Neoproterozoic glacial sediments in south","Palaeoproterozoic mafic and minor felsic volcanics and intrusives (sills); Mesoproterozoic lamproite intrusives",Low to very low grade,"Gentle folding; moderate faulting, with thrusting in southwest","Major iron and bauxite (Cainozoic) deposits; minor copper and lead occurrences",98/29107
GR_UNIT,"87","46",Kimberley Region,Proterozoic,Palaeoproterozoic,"140000","Mountain ranges; dissected plateaus; prominent cuestas; rocky, indented coastline","Palaeoproterozoic shelf sediments, including carbonates, and interlayered mafic and minor felsic volcanics; Maximum thickness about 5000 m Thin Neoproterozoic glacial sediments in south","Palaeoproterozoic mafic and minor felsic volcanics and intrusives (sills); Mesoproterozoic lamproite intrusives",Low to very low grade,"Gentle folding; moderate faulting, with thrusting in southwest","Major iron and bauxite (Cainozoic) deposits; minor copper and lead occurrences",98/29107
GR_UNIT,"88","46",Kimberley Region,Proterozoic,Palaeoproterozoic,"140000","Mountain ranges; dissected plateaus; prominent cuestas; rocky, indented coastline","Palaeoproterozoic shelf sediments, including carbonates, and interlayered mafic and minor felsic volcanics; Maximum thickness about 5000 m Thin Neoproterozoic glacial sediments in south","Palaeoproterozoic mafic and minor felsic volcanics and intrusives (sills); Mesoproterozoic lamproite intrusives",Low to very low grade,"Gentle folding; moderate faulting, with thrusting in southwest","Major iron and bauxite (Cainozoic) deposits; minor copper and lead occurrences",98/29107
GR_UNIT,"89","46",Kimberley Region,Proterozoic,Palaeoproterozoic,"140000","Mountain ranges; dissected plateaus; prominent cuestas; rocky, indented coastline","Palaeoproterozoic shelf sediments, including carbonates, and interlayered mafic and minor felsic volcanics; Maximum thickness about 5000 m Thin Neoproterozoic glacial sediments in south","Palaeoproterozoic mafic and minor felsic volcanics and intrusives (sills); Mesoproterozoic lamproite intrusives",Low to very low grade,"Gentle folding; moderate faulting, with thrusting in southwest","Major iron and bauxite (Cainozoic) deposits; minor copper and lead occurrences",98/29107
GR_UNIT,"90","46",Kimberley Region,Proterozoic,Palaeoproterozoic,"140000","Mountain ranges; dissected plateaus; prominent cuestas; rocky, indented coastline","Palaeoproterozoic shelf sediments, including carbonates, and interlayered mafic and minor felsic volcanics; Maximum thickness about 5000 m Thin Neoproterozoic glacial sediments in south","Palaeoproterozoic mafic and minor felsic volcanics and intrusives (sills); Mesoproterozoic lamproite intrusives",Low to very low grade,"Gentle folding; moderate faulting, with thrusting in southwest","Major iron and bauxite (Cainozoic) deposits; minor copper and lead occurrences",98/29107
GR_UNIT,"91","17",Canning Region,Palaeozoic to Mesozoic,Ordovician to Cretaceous,"463000","Low dissected plateaus; mesas and buttes; stony plains; dune fields; sand plains; salt lake systems in south","Ordovician-Silurian continental, marine and evaporitic sediments; overlain by Devonian-Early Carboniferous mostly marine sediments, Late Carboniferous-Permian glacigene sediments, and Jurassic-Cretaceous marine sediments; up to 17 000 m thick",Early Miocene lamproite intrusives (plugs),None,"Major folding and faulting in northeast; minor deformation elsewhere","Major lead, zinc, silver, diamonds (lamproite pipe), uranium deposits; producing oil and gas fields",98/29110
GR_UNIT,"92","46",Kimberley Region,Proterozoic,Palaeoproterozoic,"140000","Mountain ranges; dissected plateaus; prominent cuestas; rocky, indented coastline","Palaeoproterozoic shelf sediments, including carbonates, and interlayered mafic and minor felsic volcanics; Maximum thickness about 5000 m Thin Neoproterozoic glacial sediments in south","Palaeoproterozoic mafic and minor felsic volcanics and intrusives (sills); Mesoproterozoic lamproite intrusives",Low to very low grade,"Gentle folding; moderate faulting, with thrusting in southwest","Major iron and bauxite (Cainozoic) deposits; minor copper and lead occurrences",98/29107
GR_UNIT,"93","20",Carpentaria Lowlands Region,Mesozoic to Cainozoic,Middle Jurassic to Holocene,"265000","Sand and clay plains; low dissected plateaus","Middle Jurassic to Late Cretaceous clastic sediments, mainly continental, overlain by Miocene fluvial and shallow marine sediments and Pliocene to Holocene fluvial and lacustrine sediments; up to 1500 m thick",None,None,Minor faulting,"Major silica, bauxite, kaolin deposits","B202; 98/29073"
GR_UNIT,"94","102",King Leopold Region,Proterozoic,Palaeoproterozoic,"12000","Hills and ridges; sand plain",Palaeoproterozoic metaturbidites overlain unconformably by felsic volcanics,"Palaeoproterozoic comagmatic felsic volcanics and intrusives; mafic intrusives",Very low to medium grade,"Complex folding; faulting and thrusting","Minor gold, copper, tin, and corundum deposits",94/27643
GR_UNIT,"95","46",Kimberley Region,Proterozoic,Palaeoproterozoic,"140000","Mountain ranges; dissected plateaus; prominent cuestas; rocky, indented coastline","Palaeoproterozoic shelf sediments, including carbonates, and interlayered mafic and minor felsic volcanics; Maximum thickness about 5000 m Thin Neoproterozoic glacial sediments in south","Palaeoproterozoic mafic and minor felsic volcanics and intrusives (sills); Mesoproterozoic lamproite intrusives",Low to very low grade,"Gentle folding; moderate faulting, with thrusting in southwest","Major iron and bauxite (Cainozoic) deposits; minor copper and lead occurrences",98/29107
GR_UNIT,"96","46",Kimberley Region,Proterozoic,Palaeoproterozoic,"140000","Mountain ranges; dissected plateaus; prominent cuestas; rocky, indented coastline","Palaeoproterozoic shelf sediments, including carbonates, and interlayered mafic and minor felsic volcanics; Maximum thickness about 5000 m Thin Neoproterozoic glacial sediments in south","Palaeoproterozoic mafic and minor felsic volcanics and intrusives (sills); Mesoproterozoic lamproite intrusives",Low to very low grade,"Gentle folding; moderate faulting, with thrusting in southwest","Major iron and bauxite (Cainozoic) deposits; minor copper and lead occurrences",98/29107
GR_UNIT,"97","20",Carpentaria Lowlands Region,Mesozoic to Cainozoic,Middle Jurassic to Holocene,"265000","Sand and clay plains; low dissected plateaus","Middle Jurassic to Late Cretaceous clastic sediments, mainly continental, overlain by Miocene fluvial and shallow marine sediments and Pliocene to Holocene fluvial and lacustrine sediments; up to 1500 m thick",None,None,Minor faulting,"Major silica, bauxite, kaolin deposits","B202; 98/29073"
GR_UNIT,"98","37",Georgetown Region,Proterozoic to Palaeozoic,Palaeoproterozoic to Permian,"54000","Rugged hills and ridges; low rounded hills; plateaus; alluvial plains; sand plains","Palaeoproterozoic and Mesoproterozoic metasediments and minor mafic volcanics; unconformably overlain by Middle Proterozoic felsic volcanics; unconformably overlain by Late Palaeozoic felsic volcanics","Palaeoproterozoic mafic volcanics and intrusives;  minor ultramafics; Mesoproterozoic and Palaeozoic felsic volcanics and intrusives and minor mafic and intermediate volcanics Also Cainozoic mafic volcanics",Low to high grade (Proterozoic rocks),"Complex folding in metasediments; block faulting in overlying volcanics; mylonite zones in east","Major gold, copper, lead, zinc, silver, uranium, molybdenum, nickel deposits; minor tin, tungsten, bismuth, fluorite deposits; minor tin deposits",98/29073
GR_UNIT,"99","20",Carpentaria Lowlands Region,Mesozoic to Cainozoic,Middle Jurassic to Holocene,"265000","Sand and clay plains; low dissected plateaus","Middle Jurassic to Late Cretaceous clastic sediments, mainly continental, overlain by Miocene fluvial and shallow marine sediments and Pliocene to Holocene fluvial and lacustrine sediments; up to 1500 m thick",None,None,Minor faulting,"Major silica, bauxite, kaolin deposits","B202; 98/29073"
GR_UNIT,"100","20",Carpentaria Lowlands Region,Mesozoic to Cainozoic,Middle Jurassic to Holocene,"265000","Sand and clay plains; low dissected plateaus","Middle Jurassic to Late Cretaceous clastic sediments, mainly continental, overlain by Miocene fluvial and shallow marine sediments and Pliocene to Holocene fluvial and lacustrine sediments; up to 1500 m thick",None,None,Minor faulting,"Major silica, bauxite, kaolin deposits","B202; 98/29073"
GR_UNIT,"101","84",Tennant Creek Region,Proterozoic,Palaeoproterozoic to Mesoproterozoic,"26000","Low hills and ridges; sand plains","Palaeoproterozoic turbiditic sediments  unconformably overlain by shallow-water sediments and felsic volcanics; overlain unconformably by Mesoproterozoic shallow water sediments","Palaeoproterozoic felsic volcanics and intrusives; Mesoproterozoic felsic intrusives",Low to very low-grade regional metamorphism,"Tight to open folding; moderate faulting","Major gold, copper, bismuth, silver, cobalt deposits; minor tungsten, uranium, manganese occurrences",GOLD1715
GR_UNIT,"102","56",Murphy Region,Proterozoic,Palaeoproterozoic,"3000",Low hills and ridges,Palaeoproterozoic metasediments unconformably overlain by felsic volcanics,Palaeoproterozoic felsic volcanics and intrusives,Low to medium-grade,Complex folding (in metamorphics),"Minor copper, tin, tungsten, and uranium",B225
GR_UNIT,"103","75",South Nicholson Region,Proterozoic,Mesoproterozoic,"20000","Dissected plateaus; hills and ridges; plains","Mesoproterozoic shallow-marine sandstone, siltstone and shale; includes oolitic ironstone; up to 5000 m thick",None,None,Mild folding and faulting,,83/23455
GR_UNIT,"104","54",Mount Isa Region,Proterozoic,Palaeoproterozoic to Mesoproterozoic,"56000",Hills and ridges,"Palaeoproterozoic metamorphics and felsic volcanics; unconformably overlain by sequences of mainly marine sediments, including carbonates, and bimodal volcanics","Palaeoproterozoic felsic and mafic volcanics and intrusives; Mesoproterozoic felsic and mafic intrusives",Low to medium-grade,"Complex folding and faulting with local thrusting; major strike-slip faulting","Major copper, silver, lead, zinc, gold, uranium, cobalt, and iron deposits","B225; 98/29114"
GR_UNIT,"105","109",Winnecke Region,Proterozoic,Palaeoproterozoic,"6000","Dissected plateaus; low hills and ridges; sand plains",Palaeoproterozoic sandstone and interlayered felsic volcanics,Palaeoproterozoic felsic volcanics and intrusives,Very low grade,Open folding,No mineal deposits known,B197
GR_UNIT,"106","43",Cairns Region,Palaeozoic,Early Palaeozoic to Permian,"50000","Mountain ranges; hills and ridges; dissected plateaus; coastal plains","Neoproterozoic and Early Palaeozoic metamorphics in E and Early to Middle Palaeozoic sediments, mainly turbidites, to W; overlain unconformably by Carboniferous and Permian volcanics (mainly felsic) and Permian to Triassic fluvial sediments with coal","Late Carboniferous and Early Permian felsic and minor mafic and intermediate volcanics and intrusives; Minor pre-Carboniferous and Cainozoic mafic volcanics","Low to high grade in east (pre-Carboniferous); very low grade to west","Moderate to strong  folding; mylonite zones; major faulting","Major tin, tungsten, gold, copper, lead, and zinc, silver, molybdenum, bismuth, indium, antimony, fluorite, and silica deposits",98/29073
GR_UNIT,"107","99",Clarke River Region,Palaeozoic,Ordovician to Permian,"11000",Low hills and ridges,"Ordovician to Early Devonian marine sediments, including turbidites and carbonates, and mainly mafic volcanics; overlain by Devonian to Early Permian fluvial and shallow marine sediments and felsic volcanics",Ordovician mafic to felsic volcanics Carboniferous felsic volcanics and intrusives Also Cainozoic mafic volcanics,Very low grade,"Open to tight folding; moderate faulting","Major gold, copper, silver, antimony, nickel, cobalt deposits; minor tin, tungsten, gemstone deposits",98/29073
GR_UNIT,"108","12",Birrindudu Region,Proterozoic,Mesoproterozoic to Neoproterozoic,"45000","Sand plains; low hills and ridges","Mesoproterozoic marine sediments including carbonates; unconformably overlain by Neoproterozoic marine sediments; up to 9000 m thick",None,None,Gentle to moderate folding,Minor uranium and associated rare earth metals in basal conglomerate,B197
GR_UNIT,"109","43",Cairns Region,Palaeozoic,Early Palaeozoic to Permian,"50000","Mountain ranges; hills and ridges; dissected plateaus; coastal plains","Neoproterozoic and Early Palaeozoic metamorphics in E and Early to Middle Palaeozoic sediments, mainly turbidites, to W; overlain unconformably by Carboniferous and Permian volcanics (mainly felsic) and Permian to Triassic fluvial sediments with coal","Late Carboniferous and Early Permian felsic and minor mafic and intermediate volcanics and intrusives; Minor pre-Carboniferous and Cainozoic mafic volcanics","Low to high grade in east (pre-Carboniferous); very low grade to west","Moderate to strong  folding; mylonite zones; major faulting","Major tin, tungsten, gold, copper, lead, and zinc, silver, molybdenum, bismuth, indium, antimony, fluorite, and silica deposits",98/29073
GR_UNIT,"110","104",Nongra Region,Archaean to Proterozoic,Archaean to Palaeoproterozoic,"2000","Sand plains, low ridges","Archaean arkosic metasediments in west; Palaeoproterozoic metasediments and metavolcanics to east",Archaean and Palaeoproterozoic felsic intrusives,Low to high grade,Complex folding,No mineal deposits known,B197
GR_UNIT,"111","43",Cairns Region,Palaeozoic,Early Palaeozoic to Permian,"50000","Mountain ranges; hills and ridges; dissected plateaus; coastal plains","Neoproterozoic and Early Palaeozoic metamorphics in E and Early to Middle Palaeozoic sediments, mainly turbidites, to W; overlain unconformably by Carboniferous and Permian volcanics (mainly felsic) and Permian to Triassic fluvial sediments with coal","Late Carboniferous and Early Permian felsic and minor mafic and intermediate volcanics and intrusives; Minor pre-Carboniferous and Cainozoic mafic volcanics","Low to high grade in east (pre-Carboniferous); very low grade to west","Moderate to strong  folding; mylonite zones; major faulting","Major tin, tungsten, gold, copper, lead, and zinc, silver, molybdenum, bismuth, indium, antimony, fluorite, and silica deposits",98/29073
GR_UNIT,"112","31",Eromanga Region,Mesozoic to Cainozoic,Jurassic to Tertiary,"1178000","Sand plains; clay plains; alluvial plains; dune fields; stony plains; salt lakes (in west); low mesas","Jurassic fluvial, lacustrine, and deltaic sediments; conformably overlain by Cretaceous fluvial, marginal, and shallow-marine sediments; maximum thickness about 3500 m",None,None,"Gentle warping; some faulting","Major oil and gas, opal, coal, uranium deposits; major copper, gold, silver, lead, zinc deposits in concealed Palaeoproterozoic rocks in northwest",B167
GR_UNIT,"113","98",Charters Towers Region,Proterozoic to Palaeozoic,Neoproterozoic to Early Permian,"42000",Hills and ridges,"Neoproterozoic to Early Cambrian schist and gneiss  Cambrian to Devonian marine and continental sediments with minor mafic volcanics; Carbonifeous to Early Permian felsic and minor mafic volcanics and continental sediments","Palaeozoic mafic to felsic intrusives and volcanics; Cainozoic mafic volcanics",Medium to low grade (pre-Silurian rocks),"Several pre-Devonian folding, thrusting and cleavage-forming events; later faulting","Major gold, silver, tin, tungsten, copper, lead,  zinc, molydenum, uranium, nickel, cobalt deposits",98/29073
GR_UNIT,"114","98",Charters Towers Region,Proterozoic to Palaeozoic,Neoproterozoic to Early Permian,"42000",Hills and ridges,"Neoproterozoic to Early Cambrian schist and gneiss  Cambrian to Devonian marine and continental sediments with minor mafic volcanics; Carbonifeous to Early Permian felsic and minor mafic volcanics and continental sediments","Palaeozoic mafic to felsic intrusives and volcanics; Cainozoic mafic volcanics",Medium to low grade (pre-Silurian rocks),"Several pre-Devonian folding, thrusting and cleavage-forming events; later faulting","Major gold, silver, tin, tungsten, copper, lead,  zinc, molydenum, uranium, nickel, cobalt deposits",98/29073
GR_UNIT,"115","85",Tanami Region,Proterozoic,Palaeoproterozoic,"31000","Sand plains; scattered low hills and dissected plateaus","Palaeoproterozoic sediments, including turbidites, and mafic volcanics; overlain unconformably by clastic sediments","Palaeoproterozoic mafic volcanics; felsic intrusives",Very low-grade to low-grade,Moderately to strongly deformed,Major gold deposits,B197
GR_UNIT,"116","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"117","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"118","26",Davenport Region,Proterozoic,Palaeoproterozoic,"17000","Long ridges; hills; sand plains","Palaeoproterozoic  sequence of sandstone, siltstone, shale, conglomerate and minor carbonate, with felsic and mafic volcanics in lower and middle parts; at least 10 000 m thick",Palaeoproterozoic felsic and mafic volcanics and intrusives,Very low to low grade,"Open to tight upright folding; moderate faulting","Major and minor  tungsten, copper, bismuth deposits; minor silver, lead, uranium deposits",B226
GR_UNIT,"119","14",Bowen Region,Palaeozoic to Mesozoic,Permian to Triassic,"79000","Dissected plateaus; ridges; lowlands; floodplains","Permian continental, deltaic and shallow-marine sediments and felsic to mafic volcanics; overlain by Triassic continental sediments; about 11 500 m thick","Permian mafic to felsic volcanics; Permian and Cretaceous felsic intrusives; overlying Tertiary mafic volcanics",None,"Open to tight folding; moderate faulting","Major coal, gold and copper deposits; minor natural gas","B130; 84/24330"
GR_UNIT,"120","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"121","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"122","106",Proserpine Region,Palaeozoic to Mesozoic,Silurian to Triassic,"106000","Mountain ranges; dissected plateaus; hills and ridges; narow plains","Late Silurian to Middle Triassic shelf and trough sediments,    continental sediments, and felsic to mafic volcanics","Late Silurian to Early Permian volcanics, mainly intermediate; Late Carboniferous and Triassic felsic intrusives; Permian ultramafic intrusives",Mainly low grade,"Devonian folding; faulting","Major gold, copper, silver, lead, zinc, tin, tungsten, molybdenum, uranium,nickel, iron, manganese, mineral sands, magnesite deposits",84/24330
GR_UNIT,"123","70",Pilbara Region,Archaean,Archaean,"52000","Dissected plateaus;  hills and ridges; undulating plains; alluvial plains",Belts of Archaean mafic and minor felsic volcanics and clastic sediments with  chert and banded iron formation,"Archaean mafic and felsic volcanics; felsic intrusives; layered mafic-ultramafic intrusives",Low to medium grade,Tight to open folding,"Major gold, zinc, copper, silver, platinum group elements, nickel, vanadium, chromium, molybdenum, tantalum, tin, titanium, iron, gem deposits","84/24583; 98/29117; 98/29075"
